cancelacion,longitud_cuenta,plan_internacional,plan_buzon,mensajes_buzon,total_minutos_dia,total_llamadas_dia,total_costo_dia,total_minutos_tarde,total_llamadas_tarde,total_costo_tarde,total_minutos_noche,total_llamadas_noche,total_costo_noche,total_minutos_internacionales,total_llamadas_internacionales,total_costo_internacional,llamadas_servicio_cliente,total_minutos_dia_log,total_llamadas_dia_log,total_costo_dia_log,total_minutos_noche_log,total_llamadas_noche_log,total_costo_noche_log,total_minutos_internacionales_log,total_llamadas_internacionales_log,total_costo_internacional_log
No,93,no,no,0,0.5372928176795579,0.6346153846153847,0.5372740199065611,218.2,111,18.55,0.2363165680473372,0.701923076923077,0.23601973684210528,0.34532374100719426,0.30000000000000004,0.3466666666666667,3,5.255931650051599,4.74493212836325,3.509154523167248,4.8721392168423305,4.804021044733257,1.9213246735826988,2.2082744135228043,1.3862943611198906,1.1600209167967532
No,76,no,yes,33,0.5338397790055248,0.17307692307692313,0.5338208409506399,212.8,65,18.09,0.3698224852071004,0.576923076923077,0.3700657894736842,0.4820143884892087,0.5,0.4826666666666668,1,5.250701512606374,4.204692619390966,3.504054767101863,5.116195789756748,4.6913478822291435,2.135349173618132,2.3978952727983707,1.791759469228055,1.308332819650179
No,73,no,no,0,0.6536602209944752,0.40384615384615385,0.6536664635384928,159.5,88,13.56,0.47004437869822474,0.25,0.4703947368421053,0.6978417266187051,0.2,0.6986666666666668,1,5.417876601605676,4.51085950651685,3.667400422436812,5.266826699456666,4.31748811353631,2.2700619012884857,2.639057329615259,1.0986122886681096,1.5062971535145868
No,147,no,no,0,0.4143646408839779,0.6634615384615384,0.4143814747105423,239.7,93,20.37,0.5292159763313609,0.8173076923076924,0.5296052631578948,0.525179856115108,0.4,0.5253333333333334,0,5.050496827521386,4.770684624465665,3.309447523052588,5.346154695962197,4.897839799950911,2.341805806147327,2.451005098112319,1.6094379124341003,1.3506671834767394
Yes,77,no,no,0,0.09426795580110496,0.3942307692307693,0.0942514726792606,169.9,121,14.44,0.5321745562130176,0.15384615384615385,0.5320723684210527,0.17266187050359716,0.6000000000000001,0.17333333333333334,5,4.14946386144318,4.499809670330265,2.4518667957098,5.349960599699875,4.174387269895637,2.344686269012681,1.9021075263969205,1.9459101490553132,0.9321640810304452
No,130,no,no,0,0.5107044198895028,0.6153846153846155,0.5106642291285801,72.9,99,6.2,0.4293639053254437,0.28846153846153844,0.4292763157894737,0.44604316546762596,0.4,0.44800000000000006,0,5.214935757608986,4.727387818712341,3.4691675081014224,5.20839265902005,4.3694478524670215,2.217027204632399,2.3513752571634776,2.995732273553991,1.2725655957915476
No,111,no,no,0,0.26001381215469616,0.5288461538461539,0.2600040625634775,137.3,102,11.67,0.45821005917159746,0.548076923076923,0.4580592105263157,0.31654676258992814,0.6000000000000001,0.31733333333333336,2,4.713127327493184,4.6443908991413725,2.9841656371825254,5.250176991220101,4.663439094112067,2.254444717666111,2.1633230256605382,1.9459101490553132,1.1249295969854831
No,132,no,no,0,0.15883977900552487,0.3653846153846154,0.15884623197237452,245.2,72,20.84,0.6335059171597632,0.6442307692307693,0.634046052631579,0.5035971223021585,0.2,0.504,0,4.407938016458383,4.465908118654584,2.6939512767227085,5.472270673671475,4.7535901911063645,2.4570214462984645,2.424802725718295,1.0986122886681096,1.3297240096314962
No,174,no,no,0,0.3080110497237569,0.2692307692307693,0.3079423115986187,277.1,112,23.55,0.684171597633136,0.6442307692307693,0.6842105263157895,0.8776978417266188,0.5,0.8800000000000003,3,4.8307108619020225,4.343805421853684,3.096934154062958,5.52823790214127,4.7535901911063645,2.5079719227189963,2.803360380906535,1.791759469228055,1.6467336971777973
No,57,no,yes,39,0.6142955801104972,0.6442307692307693,0.6142595978062158,191.1,112,16.24,0.43269230769230754,0.6442307692307693,0.4325657894736843,0.44604316546762596,0.30000000000000004,0.44800000000000006,0,5.365976015021851,4.7535901911063645,3.6165775423585313,5.21330399222108,4.7535901911063645,2.2213750375685026,2.3513752571634776,1.3862943611198906,1.2725655957915476
No,54,no,no,0,0.34254143646408847,0.24038461538461542,0.34247410115783056,155.5,100,13.22,0.13461538461538453,0.1923076923076923,0.13404605263157895,0.8201438848920863,0.4,0.8213333333333335,3,4.907494535176743,4.304065093204169,3.170945291110651,4.635699391022914,4.23410650459726,1.7209792871670078,2.7536607123542622,1.6094379124341003,1.6034198401085373
No,20,no,no,0,0.5348756906077348,0.5865384615384616,0.5348364818200284,258.2,84,21.95,0.42825443786982237,0.5192307692307693,0.428453947368421,0.21582733812949645,0.6000000000000001,0.21600000000000003,0,5.25227342804663,4.700480365792417,3.505557396986398,5.206750173022546,4.634728988229636,2.2159372862683733,1.9878743481543455,1.9459101490553132,0.9932517730102834
No,49,no,no,0,0.2907458563535912,0.6634615384615384,0.2906764168190128,215.1,109,18.28,0.41789940828402355,0.40384615384615385,0.41776315789473684,0.5611510791366907,0.1,0.5626666666666668,1,4.789988622980633,4.770684624465665,3.0577676644734435,5.191288793789513,4.51085950651685,2.201659174404085,2.4932054526026954,0.6931471805599453,1.3862943611198906
No,142,no,no,0,0.17161602209944754,0.451923076923077,0.17164330692667074,136.7,63,11.62,0.6834319526627217,0.9615384615384616,0.6833881578947368,0.7841726618705036,0.6000000000000001,0.7840000000000003,2,4.4520190064939165,4.564348191467836,2.7356653681351832,5.527442989539794,5.003946305945459,2.50715725872282,2.7212954278522306,1.9459101490553132,1.5748464676644813
No,75,no,no,0,0.6595303867403315,0.548076923076923,0.6595571805809465,201.5,107,17.13,0.6675295857988164,0.48076923076923084,0.6677631578947368,0.5035971223021585,0.5,0.504,1,5.425390449111513,4.663439094112067,3.6747805297344347,5.510197725583535,4.59511985013459,2.4915511925066687,2.424802725718295,1.791759469228055,1.3297240096314962
No,172,no,no,0,0.6108425414364641,0.701923076923077,0.6108064188502945,31.2,115,2.65,0.8417159763313609,0.28846153846153844,0.8421052631578947,0.6690647482014389,1.0,0.6693333333333334,3,5.3612921657094255,4.804021044733257,3.6119984097779785,5.684599655239428,4.3694478524670215,2.653241964607215,2.6100697927420065,2.3978952727983707,1.4816045409242156
Yes,12,no,no,0,0.7406767955801105,0.673076923076923,0.7406053219581555,252.4,119,21.45,0.7932692307692306,0.40384615384615385,0.7935855263157894,0.6115107913669067,0.30000000000000004,0.6133333333333334,1,5.523858042461968,4.77912349311153,3.7711504465467307,5.63906615993651,4.51085950651685,2.6108048166633746,2.5494451709255714,1.3862943611198906,1.4327007339340463
No,57,no,yes,25,0.4892955801104973,0.4423076923076923,0.4893357708714198,195.0,75,16.58,0.5465976331360947,0.6538461538461539,0.546875,0.3597122302158275,0.4,0.3600000000000001,0,5.180659323079804,4.553876891600541,3.435920817720541,5.368309738368072,4.762173934797756,2.361796952625892,2.2300144001592104,1.6094379124341003,1.1755733298042381
No,72,no,yes,37,0.6384668508287293,0.3076923076923077,0.6384318504976639,217.3,102,18.47,0.32211538461538464,0.22115384615384615,0.3223684210526315,0.8201438848920863,0.6000000000000001,0.8213333333333335,3,5.3981627015177525,4.394449154672439,3.648057459593681,5.035653057071544,4.276666119016055,2.064327903869788,2.7536607123542622,1.9459101490553132,1.6034198401085373
No,36,no,yes,30,0.3839779005524863,0.7692307692307693,0.38391224862888484,162.5,80,13.81,0.23520710059171596,0.5865384615384616,0.23519736842105268,0.8057553956834533,0.6000000000000001,0.808,0,4.9924713234685845,4.859812404361672,3.2530839961979376,4.869839484130799,4.700480365792417,1.9198594718553708,2.740840023925201,1.9459101490553132,1.5933085305042167
No,78,no,no,0,0.33045580110497247,0.15384615384615385,0.33048953889904525,223.7,116,19.01,0.5994822485207101,0.576923076923077,0.5995065789473685,0.4820143884892087,0.5,0.4826666666666668,1,4.881285622068407,4.174387269895637,3.1458749319837103,5.432848259505643,4.6913478822291435,2.4203681286504293,2.3978952727983707,1.791759469228055,1.308332819650179
No,136,yes,yes,33,0.5828729281767956,0.5576923076923078,0.5827747308551695,187.6,99,15.95,0.13313609467455617,0.5673076923076924,0.13322368421052636,0.5179856115107915,0.6000000000000001,0.52,3,5.322522055244854,4.672828834461906,3.574029612434994,4.631812116934513,4.68213122712422,1.7191887763932197,2.4423470353692043,1.9459101490553132,1.3454723665996355
No,149,no,no,0,0.36360497237569067,0.4423076923076923,0.36359943124111316,271.8,92,23.1,0.4534023668639053,0.576923076923077,0.4531250000000001,0.5611510791366907,0.9,0.5626666666666668,1,4.951592753462473,4.553876891600541,3.2136622578153133,5.243333058215277,4.6913478822291435,2.248128907197987,2.4932054526026954,2.302585092994046,1.3862943611198906
No,98,no,no,0,0.31491712707182323,0.5192307692307693,0.3148486695104611,166.8,85,14.18,0.4515532544378698,0.8365384615384616,0.4514802631578947,0.43884892086330946,0.2,0.44000000000000006,3,4.846546505563361,4.634728988229636,3.112181086197238,5.240688253711401,4.912654885736052,2.2460147415056513,2.341805806147327,1.0986122886681096,1.264126727145683
Yes,135,yes,yes,41,0.4765193370165746,0.35576923076923084,0.4765386959171237,203.9,107,17.33,0.2089497041420118,0.28846153846153844,0.20888157894736845,0.8129496402877698,0.4,0.8133333333333335,0,5.159629846774143,4.454347296253507,3.4154289639088797,4.81380905109942,4.3694478524670215,1.8718021769015913,2.747270914255491,2.772588722239781,1.597365331199831
No,34,no,no,0,0.3097375690607735,0.326923076923077,0.30977046516351814,282.2,98,23.99,0.9090236686390532,0.28846153846153844,0.9095394736842106,0.4820143884892087,0.4,0.4826666666666668,2,4.8346933442663405,4.418840607796598,3.100992784211484,5.744604469176457,4.3694478524670215,2.7093826463359885,2.3978952727983707,1.6094379124341003,1.308332819650179
No,160,no,no,0,0.17506906077348067,0.27884615384615385,0.1750964858825919,165.3,110,14.05,0.4171597633136093,0.42307692307692313,0.4169407894736842,0.42446043165467623,0.4,0.42400000000000004,3,4.463606621666305,4.356708826689592,2.7466296830696852,5.190175207928333,4.532599493153256,2.200552367428894,2.322387720290225,1.6094379124341003,1.247032293786383
No,64,no,no,0,0.4105662983425415,0.1826923076923077,0.4105220394068657,225.8,118,19.19,0.7381656804733727,0.3653846153846154,0.7384868421052632,0.014388489208633115,0.30000000000000004,0.01599999999999996,1,5.043425116919247,4.219507705176107,3.3024814087229974,5.584623492819887,4.465908118654584,2.5603232890727545,1.5040773967762742,1.3862943611198906,0.6678293725756554
No,59,no,yes,28,0.29627071823204426,0.47115384615384615,0.2961608775137112,213.0,92,18.11,0.36020710059171585,0.6538461538461539,0.36019736842105265,0.3741007194244605,0.5,0.376,2,4.803201036487226,4.584967478670572,3.070375816549757,5.100475998096045,4.762173934797756,2.1210632163706555,2.2512917986064953,1.791759469228055,1.1939224684724346
No,65,no,no,0,0.6084254143646409,0.6923076923076924,0.6083688807637619,162.6,122,13.82,0.2551775147928993,0.673076923076923,0.2549342105263158,0.7122302158273381,0.5,0.7120000000000002,3,5.35800036870921,4.795790545596741,3.6087534096346516,4.9104465668408235,4.77912349311153,1.9544450515051506,2.653241964607215,1.791759469228055,1.5173226235262947
No,142,no,no,0,0.5245165745856354,0.8173076923076924,0.5244769449522648,134.6,74,11.44,0.6527366863905324,0.7596153846153847,0.6529605263157895,0.2949640287769785,0.5,0.29600000000000004,2,5.236441962829949,4.897839799950911,3.4901235908565567,5.493884150092012,4.852030263919617,2.4765384001174837,2.128231705849268,1.791759469228055,1.0986122886681096
Yes,119,no,no,0,0.4281767955801105,0.6346153846153847,0.42819419053422714,231.3,117,19.66,0.2866124260355028,0.41346153846153844,0.2861842105263158,0.3956834532374102,0.30000000000000004,0.3973333333333333,5,5.075798620002669,4.74493212836325,3.3339886319687055,4.971201224850849,4.5217885770490405,2.0068708488450007,2.2823823856765264,1.3862943611198906,1.2178757094949273
No,97,no,yes,24,0.33874309392265195,0.8365384615384616,0.33861466585415395,217.2,58,18.46,0.01812130177514787,0.29807692307692313,0.018092105263157937,0.5539568345323742,0.30000000000000004,0.5546666666666669,1,4.8993312245375815,4.912654885736052,3.1629401925378975,4.2710950739666,4.382026634673881,1.430311246536665,2.4849066497880004,1.3862943611198906,1.3787660946990992
No,52,no,no,0,0.5414364640883979,0.576923076923077,0.5413365833841153,269.8,96,22.93,0.632766272189349,0.375,0.6332236842105263,0.32374100719424465,0.5,0.32533333333333336,3,5.262171919911683,4.6913478822291435,3.5151211279804695,5.471429984256681,4.477336814478207,2.4561641809223462,2.174751721484161,1.791759469228055,1.1346227261911428
No,60,no,no,0,0.6405386740331491,0.08653846153846156,0.6404631322364411,211.1,115,17.94,0.6778846153846152,0.7788461538461539,0.6784539473684211,0.2517985611510792,0.30000000000000004,0.2533333333333334,1,5.400873954873129,4.060443010546419,3.6506582412937387,5.521460917862246,4.867534450455582,2.502255288122613,2.0541237336955462,1.3862943611198906,1.0438040521731147
No,10,no,no,0,0.5214088397790055,0.6153846153846155,0.5214300223440991,190.2,66,16.17,0.8028846153846154,0.08653846153846156,0.803453947368421,0.5827338129496404,0.6000000000000001,0.5840000000000001,2,5.231643233280044,4.727387818712341,3.4855385300959063,5.648269764725942,4.060443010546419,2.6195832197798796,2.517696472610991,1.9459101490553132,1.4060969884160703
No,96,no,no,0,0.4319751381215469,0.6634615384615384,0.43185049766402595,267.5,67,22.74,0.6020710059171597,0.1923076923076923,0.6019736842105263,0.43165467625899295,0.5,0.43200000000000005,2,5.0826458300725275,4.770684624465665,3.340385242265398,5.4359030295006,4.23410650459726,2.423031246069913,2.33214389523559,1.791759469228055,1.2556160374777745
Yes,87,no,no,0,0.400207182320442,0.33653846153846156,0.40016250253910224,219.7,116,18.67,0.5110946745562128,0.7596153846153847,0.5115131578947368,0.4604316546762591,0.30000000000000004,0.4613333333333335,5,5.0238805208462765,4.430816798843313,3.283539338193923,5.322522055244854,4.852030263919617,2.3204250111223765,2.3702437414678603,1.3862943611198906,1.2864740258376797
No,81,no,no,0,0.4848066298342542,0.1826923076923077,0.4848669510461101,249.3,85,21.19,0.7562869822485205,0.48076923076923084,0.756578947368421,0.4964028776978418,0.30000000000000004,0.4960000000000001,1,5.173320876373351,4.219507705176107,3.4288125486951286,5.60285655606624,4.59511985013459,2.5771819258971713,2.4159137783010487,1.3862943611198906,1.3217558399823195
No,141,no,no,0,0.31698895027624313,0.48076923076923084,0.3168799512492383,180.0,62,15.3,0.27773668639053256,0.7692307692307693,0.2779605263157895,0.33812949640287776,0.2,0.3386666666666668,1,4.851248708584797,4.59511985013459,3.1166215908294443,4.954417614098027,4.859812404361672,1.9933388426264242,2.1972245773362196,1.0986122886681096,1.1505720275988207
Yes,121,no,yes,30,0.5638812154696132,0.7788461538461539,0.5638838106845419,75.3,77,6.4,0.427144970414201,0.27884615384615385,0.4268092105263158,0.17985611510791372,0.30000000000000004,0.18133333333333335,3,5.295312857527738,4.867534450455582,3.5476038667559826,5.205104984825858,4.356708826689592,2.21375387928743,1.916922612182061,1.3862943611198906,0.9439058989071285
No,68,no,no,0,0.3926104972375692,0.21153846153846156,0.3926467601056266,246.5,164,20.95,0.23705621301775148,0.5288461538461539,0.23684210526315794,0.6330935251798562,0.30000000000000004,0.6346666666666668,3,5.009301071083119,4.2626798770413155,3.269568939183719,4.873669439023098,4.6443908991413725,1.922787731634459,2.5726122302071057,1.3862943611198906,1.4516138272405332
No,125,no,no,0,0.6705801104972376,0.5288461538461539,0.6705261019703432,177.4,126,15.08,0.4571005917159762,0.451923076923077,0.45723684210526316,0.6258992805755397,0.8,0.6266666666666668,1,5.439382806826639,4.6443908991413725,3.6883793290722537,5.248601774302104,4.564348191467836,2.253394848803274,2.5649493574615367,2.1972245773362196,1.4445632692438664
No,174,no,no,0,0.5421270718232044,0.47115384615384615,0.5421490960796261,169.9,94,14.44,0.37315088757396436,0.05769230769230771,0.3733552631578947,0.5827338129496404,0.4,0.5840000000000001,1,5.263208189434469,4.584967478670572,3.51631018876266,5.121580188047982,4.007333185232471,2.1400661634962708,2.517696472610991,1.6094379124341003,1.4060969884160703
No,116,no,yes,34,0.8062845303867404,0.33653846153846156,0.8062157221206581,178.2,142,15.15,0.3720414201183431,0.5576923076923078,0.3717105263157895,0.5971223021582734,0.30000000000000004,0.5973333333333334,2,5.596939379038152,4.430816798843313,3.8428872665932836,5.119788607992779,4.672828834461906,2.1377104498038118,2.533696813957432,1.3862943611198906,1.4182774069729414
No,74,no,yes,33,0.5476519337016574,0.41346153846153844,0.5476335567743246,246.1,96,20.92,0.26738165680473364,0.42307692307692313,0.2672697368421053,0.8129496402877698,0.30000000000000004,0.8133333333333335,2,5.271459912378154,4.5217885770490405,3.5242995787961386,4.9344739331306915,4.532599493153256,1.9754689512968577,2.747270914255491,1.3862943611198906,1.597365331199831
No,149,no,yes,28,0.5027624309392265,0.42307692307692313,0.5027422303473491,187.8,64,15.96,0.7389053254437867,0.04807692307692313,0.7393092105263158,0.6690647482014389,0.30000000000000004,0.6693333333333334,3,5.202356975402125,4.532599493153256,3.456947396766647,5.585374243605899,3.9889840465642745,2.5610957881455465,2.6100697927420065,1.3862943611198906,1.4816045409242156
No,38,no,no,0,0.33183701657458564,0.48076923076923084,0.3317083079423116,162.9,97,13.85,0.34504437869822474,0.5576923076923078,0.34457236842105265,0.35251798561151076,0.6000000000000001,0.3520000000000001,2,4.884315927417586,4.59511985013459,3.148453360571655,5.075173815233827,4.672828834461906,2.0980179272527715,2.2192034840549946,1.9459101490553132,1.1662709371419244
No,40,no,yes,41,0.3901933701657459,0.25,0.390209222019094,169.5,88,14.41,0.5488165680473371,0.5192307692307693,0.5485197368421053,0.2086330935251799,0.5,0.20800000000000002,2,5.004617221770693,4.31748811353631,3.264995760481754,5.371103036273684,4.634728988229636,2.363680192353857,1.9740810260220096,1.791759469228055,0.9820784724121581
No,43,yes,no,0,0.7472375690607735,0.548076923076923,0.7473085516961202,212.8,104,18.09,0.34060650887573957,0.1826923076923077,0.3404605263157895,0.43165467625899295,0.4,0.43200000000000005,0,5.531411248715415,4.663439094112067,3.7787201581137255,5.067645548813036,4.219507705176107,2.0918640616783932,2.33214389523559,1.6094379124341003,1.2556160374777745
No,113,yes,no,0,0.31111878453038677,0.4326923076923077,0.3109892342067845,206.4,119,17.54,0.23520710059171596,0.8750000000000001,0.23519736842105268,0.3597122302158275,0.8,0.3600000000000001,0,4.837867950107113,4.543294782270004,3.1036894150590832,4.869839484130799,4.941642422609304,1.9198594718553708,2.2300144001592104,2.1972245773362196,1.1755733298042381
No,126,no,no,0,0.6094613259668508,0.21153846153846156,0.6093845216331505,216.9,80,18.44,0.32470414201183423,0.11538461538461542,0.3248355263157895,0.32374100719424465,0.1,0.32533333333333336,1,5.359412465907847,4.2626798770413155,3.6101067729485403,5.0401940963378005,4.110873864173311,2.0681277817795625,2.174751721484161,0.6931471805599453,1.1346227261911428
Yes,150,no,no,0,0.49654696132596693,0.5096153846153847,0.4964452569571399,169.1,110,14.37,0.3065828402366863,0.5,0.30674342105263164,0.7553956834532376,0.30000000000000004,0.7573333333333334,4,5.192401140956488,4.624972813284271,3.447126313550555,5.007965065540377,4.61512051684126,2.0399207835175526,2.6946271807700692,1.3862943611198906,1.5539252025038417
No,138,no,no,0,0.713743093922652,0.4326923076923077,0.713792403006297,170.5,83,14.49,0.849112426035503,0.5384615384615384,0.8495065789473684,0.6115107913669067,0.7000000000000001,0.6133333333333334,3,5.492238059185343,4.543294782270004,3.7402852421738366,5.691372454579519,4.653960350157523,2.659559991941776,2.5494451709255714,2.0794415416798357,1.4327007339340463
No,162,no,yes,46,0.6553867403314917,0.47115384615384615,0.6552914889295144,188.2,84,16.0,0.6985946745562128,0.125,0.699013157894737,0.6330935251798562,0.2,0.6346666666666668,0,5.420092423473958,4.584967478670572,3.6694417602214613,5.5436137225033795,4.127134385045092,2.522523513359307,2.5726122302071057,1.0986122886681096,1.4516138272405332
No,147,no,no,0,0.7372237569060773,0.33653846153846156,0.7371521430022343,148.9,85,12.66,0.39497041420118334,0.5865384615384616,0.39473684210526316,0.33812949640287776,0.4,0.3386666666666668,3,5.519859636495273,4.430816798843313,3.767228420524913,5.156177599386914,4.700480365792417,2.1701959049483,2.1972245773362196,1.6094379124341003,1.1505720275988207
No,90,no,no,0,0.581146408839779,0.9423076923076924,0.5811497054641478,226.7,117,19.27,0.32063609467455617,0.548076923076923,0.3207236842105263,0.2877697841726619,0.4,0.28800000000000003,1,5.320078858329549,4.990432586778736,3.571783682237689,5.0330488889331555,4.663439094112067,2.061786606441115,2.1162555148025524,1.6094379124341003,1.0885619528146082
No,85,no,no,0,0.6930248618784531,0.5865384615384616,0.6930733292707699,157.2,94,13.36,0.45303254437869805,0.4903846153846154,0.4531250000000001,0.6258992805755397,0.30000000000000004,0.6266666666666668,0,5.46721590300985,4.700480365792417,3.7157647828953184,5.2428046566177775,4.605170185988092,2.248128907197987,2.5649493574615367,1.3862943611198906,1.4445632692438664
No,50,no,no,0,0.42127071823204426,0.40384615384615385,0.4212878326223847,223.3,72,18.98,0.42788461538461536,0.6057692307692307,0.4276315789473685,0.20143884892086333,0.2,0.20266666666666666,1,5.0632277442154265,4.51085950651685,3.321793358874887,5.206202077640231,4.718498871295094,2.214846178686039,1.9600947840472698,1.0986122886681096,0.9745596399981308
